sheet,source_row,model_code,remote_model,panel_model,source_text,remote_options,remote_classification,panel_options,panel_classification,row_classification
HP INV,166,FBA100BVMA9/RZA100DV1,BRC1E63,,"FBA100BVMA9 / RZA100DV1 + BRC1E63 10.0
(3.2-11.2) 34,100
(10,900-38,200) 11.2
(3.5-12.5) 38,200
(11,900-42,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,205,FBA100BVMA9/RZA100DV1,BRC4C65,,"FBA100BVMA9 / RZA100DV1 + BRC4C65 10.0
(3.2-11.2) 34,100
(10,900-38,200) 11.2
(3.5-12.5) 38,200
(11,900-42,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,179,FBA100BVMA9/RZA100DY1,BRC1E63,,"FBA100BVMA9 / RZA100DY1 + BRC1E63 10.0
(5.0-11.2) 34,100
(17,100-38,200) 11.2
(5.1-12.5) 38,200
(17,400-42,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,218,FBA100BVMA9/RZA100DY1,BRC4C65,,"FBA100BVMA9 / RZA100DY1 + BRC4C65 10.0
(5.0-11.2) 34,100
(17,100-38,200) 11.2
(5.1-12.5) 38,200
(17,400-42,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,278,FBA100BVMA9/RZF100CVM,BRC1E63,,"FBA100BVMA9 / RZF100CVM + BRC1E63 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,347,FBA100BVMA9/RZF100CVM,BRC4C66,,"FBA100BVMA9 / RZF100CVM + BRC4C66 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,308,FBA100BVMA9/RZF100CYM,BRC1E63,,"FBA100BVMA9 / RZF100CYM + BRC1E63 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,377,FBA100BVMA9/RZF100CYM,BRC4C66,,"FBA100BVMA9 / RZF100CYM + BRC4C66 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,291,FBA100BVMA9/RZF100DVM,BRC1E63,,"FBA100BVMA9 / RZF100DVM + BRC1E63 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,360,FBA100BVMA9/RZF100DVM,BRC4C66,,"FBA100BVMA9 / RZF100DVM + BRC4C66 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,321,FBA100BVMA9/RZF100DYM,BRC1E63,,"FBA100BVMA9 / RZF100DYM + BRC1E63 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,390,FBA100BVMA9/RZF100DYM,BRC4C66,,"FBA100BVMA9 / RZF100DYM + BRC4C66 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,170,FBA125BVMA9/RZA125DV1,BRC1E63,,"FBA125BVMA9 / RZA125DV1 + BRC1E63 12.5
(5.0-14.0) 42,700
(17,100-47,800) 14.0
(5.1-16.0) 47,800
(17,400-54,600) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,209,FBA125BVMA9/RZA125DV1,BRC4C65,,"FBA125BVMA9 / RZA125DV1 + BRC4C65 12.5
(5.0-14.0) 42,700
(17,100-47,800) 14.0
(5.1-16.0) 47,800
(17,400-54,600) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,183,FBA125BVMA9/RZA125DY1,BRC1E63,,"FBA125BVMA9 / RZA125DY1 + BRC1E63 12.5
(5.0-14.0) 42,700
(17,100-47,800) 14.0
(5.1-16.0) 47,800
(17,400-54,600) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,222,FBA125BVMA9/RZA125DY1,BRC4C65,,"FBA125BVMA9 / RZA125DY1 + BRC4C65 12.5
(5.0-14.0) 42,700
(17,100-47,800) 14.0
(5.1-16.0) 47,800
(17,400-54,600) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,282,FBA125BVMA9/RZF125CVM,BRC1E63,,"FBA125BVMA9 / RZF125CVM + BRC1E63 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,351,FBA125BVMA9/RZF125CVM,BRC4C66,,"FBA125BVMA9 / RZF125CVM + BRC4C66 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,312,FBA125BVMA9/RZF125CYM,BRC1E63,,"FBA125BVMA9 / RZF125CYM + BRC1E63 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,381,FBA125BVMA9/RZF125CYM,BRC4C66,,"FBA125BVMA9 / RZF125CYM + BRC4C66 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,295,FBA125BVMA9/RZF125DVM,BRC1E63,,"FBA125BVMA9 / RZF125DVM + BRC1E63 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,364,FBA125BVMA9/RZF125DVM,BRC4C66,,"FBA125BVMA9 / RZF125DVM + BRC4C66 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,325,FBA125BVMA9/RZF125DYM,BRC1E63,,"FBA125BVMA9 / RZF125DYM + BRC1E63 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,394,FBA125BVMA9/RZF125DYM,BRC4C66,,"FBA125BVMA9 / RZF125DYM + BRC4C66 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,174,FBA140BVMA9/RZA140DV1,BRC1E63,,"FBA140BVMA9 / RZA140DV1 + BRC1E63 14.0
(5.0-16.0) 47,800
(17,100-54,600) 16.0
(5.1-18.0) 54,600
(17,400-61,400) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,213,FBA140BVMA9/RZA140DV1,BRC4C65,,"FBA140BVMA9 / RZA140DV1 + BRC4C65 14.0
(5.0-16.0) 47,800
(17,100-54,600) 16.0
(5.1-18.0) 54,600
(17,400-61,400) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,187,FBA140BVMA9/RZA140DY1,BRC1E63,,"FBA140BVMA9 / RZA140DY1 + BRC1E63 14.0
(5.0-16.0) 47,800
(17,100-54,600) 16.0
(5.1-18.0) 54,600
(17,400-61,400) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,226,FBA140BVMA9/RZA140DY1,BRC4C65,,"FBA140BVMA9 / RZA140DY1 + BRC4C65 14.0
(5.0-16.0) 47,800
(17,100-54,600) 16.0
(5.1-18.0) 54,600
(17,400-61,400) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,286,FBA140BVMA9/RZF140CVM,BRC1E63,,"FBA140BVMA9 / RZF140CVM + BRC1E63 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,355,FBA140BVMA9/RZF140CVM,BRC4C66,,"FBA140BVMA9 / RZF140CVM + BRC4C66 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,316,FBA140BVMA9/RZF140CYM,BRC1E63,,"FBA140BVMA9 / RZF140CYM + BRC1E63 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,385,FBA140BVMA9/RZF140CYM,BRC4C66,,"FBA140BVMA9 / RZF140CYM + BRC4C66 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,299,FBA140BVMA9/RZF140DVM,BRC1E63,,"FBA140BVMA9 / RZF140DVM + BRC1E63 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,368,FBA140BVMA9/RZF140DVM,BRC4C66,,"FBA140BVMA9 / RZF140DVM + BRC4C66 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,329,FBA140BVMA9/RZF140DYM,BRC1E63,,"FBA140BVMA9 / RZF140DYM + BRC1E63 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,398,FBA140BVMA9/RZF140DYM,BRC4C66,,"FBA140BVMA9 / RZF140DYM + BRC4C66 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,154,FBA50BVMA9/RZA50DV2V,BRC1E63,,"FBA50BVMA9 / RZA50DV2V + BRC1E63 5.0
(1.4-6.0) 17,100
(4,800-20,500) 6.0
(1.4-7.1) 20,500
(4,800-24,200) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,193,FBA50BVMA9/RZA50DV2V,BRC4C65,,"FBA50BVMA9 / RZA50DV2V + BRC4C65 5.0
(1.4-6.0) 17,100
(4,800-20,500) 6.0
(1.4-7.1) 20,500
(4,800-24,200) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,266,FBA50BVMA9/RZF50DVM,BRC1E63,,"FBA50BVMA9 / RZF50DVM + BRC1E63 5.0
(2.3 - 5.6) 17,100
(7,800-19,100) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,335,FBA50BVMA9/RZF50DVM,BRC4C66,,"FBA50BVMA9 / RZF50DVM + BRC4C66 5.0
(2.3 - 5.6) 17,100
(7,800-19,100) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,158,FBA60BVMA9/RZA60DV2V,BRC1E63,,"FBA60BVMA9 / RZA60DV2V + BRC1E63 6.0
(1.4-7.1) 20,500
(4,800-24,200) 7.1
(1.4-8.0) 23,200
(4,800-27,300) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,197,FBA60BVMA9/RZA60DV2V,BRC4C65,,"FBA60BVMA9 / RZA60DV2V + BRC4C65 6.0
(1.4-7.1) 20,500
(4,800-24,200) 7.1
(1.4-8.0) 23,200
(4,800-27,300) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,270,FBA60BVMA9/RZF60DVM,BRC1E63,,"FBA60BVMA9 / RZF60DVM + BRC1E63 6.0
(2.6 - 6.3) 20,500
(8,900-21,500) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,339,FBA60BVMA9/RZF60DVM,BRC4C66,,"FBA60BVMA9 / RZF60DVM + BRC4C66 6.0
(2.6 - 6.3) 20,500
(8,900-21,500) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,162,FBA71BVMA9/RZA71DV1,BRC1E63,,"FBA71BVMA9 / RZA71DV1 + BRC1E63 7.1
(3.2-8.0) 24,200
(10,900-27,300) 8.0
(3.5-9.0) 27,300
(12,000-30,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,201,FBA71BVMA9/RZA71DV1,BRC4C65,,"FBA71BVMA9 / RZA71DV1 + BRC4C65 7.1
(3.2-8.0) 24,200
(10,900-27,300) 8.0
(3.5-9.0) 27,300
(12,000-30,700) Bộ",BRC1E63|BRC4C65,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,274,FBA71BVMA9/RZF71DVM,BRC1E63,,"FBA71BVMA9 / RZF71DVM + BRC1E63 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,343,FBA71BVMA9/RZF71DVM,BRC4C66,,"FBA71BVMA9 / RZF71DVM + BRC4C66 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,304,FBA71BVMA9/RZF71DYM,BRC1E63,,"FBA71BVMA9 / RZF71DYM + BRC1E63 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,373,FBA71BVMA9/RZF71DYM,BRC4C66,,"FBA71BVMA9 / RZF71DYM + BRC4C66 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC1E63|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,880,FBFC100DVM9/RZFC100EVM,BRC2E61,,"FBFC100DVM9 / RZFC100EVM + BRC2E61 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,927,FBFC100DVM9/RZFC100EVM,BRC4C66,,"FBFC100DVM9 / RZFC100EVM + BRC4C66 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,893,FBFC100DVM9/RZFC100EY1,BRC2E61,,"FBFC100DVM9 / RZFC100EY1 + BRC2E61 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,940,FBFC100DVM9/RZFC100EY1,BRC4C66,,"FBFC100DVM9 / RZFC100EY1 + BRC4C66 10.0
(5.0 - 11.2) 34,100
(17,100-38,200) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,897,FBFC125DVM9/RZFC125EY1,BRC2E61,,"FBFC125DVM9 / RZFC125EY1 + BRC2E61 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,944,FBFC125DVM9/RZFC125EY1,BRC4C66,,"FBFC125DVM9 / RZFC125EY1 + BRC4C66 12.5
(5.7 - 14.0) 42,700
(19,500-47,800) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,901,FBFC140DVM9/RZFC140EY1,BRC2E61,,"FBFC140DVM9 / RZFC140EY1 + BRC2E61 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,948,FBFC140DVM9/RZFC140EY1,BRC4C66,,"FBFC140DVM9 / RZFC140EY1 + BRC4C66 14.0
(6.2 - 15.5) 47,800
(21,200-52,900) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,860,FBFC40DVM9/RZFC40EVM,BRC2E61,,"FBFC40DVM9 / RZFC40EVM + BRC2E61 4.0
(1.8 - 4.5) 13,600
(6,100-15,400) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,907,FBFC40DVM9/RZFC40EVM,BRC4C66,,"FBFC40DVM9 / RZFC40EVM + BRC4C66 4.0
(1.8 - 4.5) 13,600
(6,100-15,400) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,864,FBFC50DVM9/RZFC50EVM,BRC2E61,,"FBFC50DVM9 / RZFC50EVM + BRC2E61 5.0
(2.3 - 5.6) 17,000
(7,800-19,100) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,911,FBFC50DVM9/RZFC50EVM,BRC4C66,,"FBFC50DVM9 / RZFC50EVM + BRC4C66 5.0
(2.3 - 5.6) 17,000
(7,800-19,100) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,868,FBFC60DVM9/RZFC60EVM,BRC2E61,,"FBFC60DVM9 / RZFC60EVM + BRC2E61 6.0
(2.6 - 6.3) 20,500
(8,900-21,500) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,915,FBFC60DVM9/RZFC60EVM,BRC4C66,,"FBFC60DVM9 / RZFC60EVM + BRC4C66 6.0
(2.6 - 6.3) 20,500
(8,900-21,500) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,872,FBFC71DVM9/RZFC71EVM,BRC2E61,,"FBFC71DVM9 / RZFC71EVM + BRC2E61 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,919,FBFC71DVM9/RZFC71EVM,BRC4C66,,"FBFC71DVM9 / RZFC71EVM + BRC4C66 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,885,FBFC71DVM9/RZFC71EY1,BRC2E61,,"FBFC71DVM9 / RZFC71EY1 + BRC2E61 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,932,FBFC71DVM9/RZFC71EY1,BRC4C66,,"FBFC71DVM9 / RZFC71EY1 + BRC4C66 7.1
(3.2 - 8.0) 24,200
(10,900-27,300) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,876,FBFC85DVM9/RZFC85EVM,BRC2E61,,"FBFC85DVM9 / RZFC85EVM + BRC2E61 8.5
(4.2 - 10.0) 29,000
(14,300-34,100) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,923,FBFC85DVM9/RZFC85EVM,BRC4C66,,"FBFC85DVM9 / RZFC85EVM + BRC4C66 8.5
(4.2 - 10.0) 29,000
(14,300-34,100) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,889,FBFC85DVM9/RZFC85EY1,BRC2E61,,"FBFC85DVM9 / RZFC85EY1 + BRC2E61 8.5
(4.2 - 10.0) 29,000
(14,300-34,100) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
CO INV,936,FBFC85DVM9/RZFC85EY1,BRC4C66,,"FBFC85DVM9 / RZFC85EY1 + BRC4C66 8.5
(4.2 - 10.0) 29,000
(14,300-34,100) Bộ",BRC2E61|BRC4C66,COMPATIBILITY_ONLY,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,149,FCC100AV1V/RC100AGY1V,,,FCC100AV1V / RC100AGY1V + BC50FV 10.55 36000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,153,FCC125AV1V/RC125AGY1V,,,FCC125AV1V / RC125AGY1V + BC50FV 12.31 42000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,157,FCC140AV1V/RC140AGY1V,,,FCC140AV1V / RC140AGY1V + BC50FV 14.07 48000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,132,FCC50AV1V/RC50AGV1V,,,FCC50AV1V / RC50AGV1V + BC50FV 5.42 18500 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,136,FCC60AV1V/RC60AGV1V,,,FCC60AV1V / RC60AGV1V + BC50FV 7.03 24000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,140,FCC85AV1V/RC85AGV1V,,,FCC85AV1V / RC85AGV1V + BC50FV #REF! 8.79 30000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
NON INV,145,FCC85AV1V/RC85AGY1V,,,FCC85AV1V / RC85AGY1V + BC50FV 8.79 30000 Bộ,,NO_SOURCE_EVIDENCE,,NO_SOURCE_EVIDENCE,BUNDLE_ASSIGNMENT
HP INV,74,FCF100CVM/RZA100DV1,BRC1E63,BYCQ125EAF8,"FCF100CVM / RZA100DV1 + BRC1E63 + BYCQ125EAF8 10.0
(3.2-11.2) 34,100
(10,900-38,200) 11.2
(3.5-12.5) 38,200
(11,900-42,700) Bộ",BRC1E63|BRC7M634F,COMPATIBILITY_ONLY,BYCQ125EAF8,EXACT_BUNDLE_ASSIGNMENT,BUNDLE_ASSIGNMENT
HP INV,122,FCF100CVM/RZA100DV1,BRC7M634F,BYCQ125EAF8,"FCF100CVM / RZA100DV1 + BRC7M634F + BYCQ125EAF8 10.0
(3.2-11.2) 34,100
(10,900-38,200) 11.2
(3.5-12.5) 38,200
(11,900-42,700) Bộ",BRC1E63|BRC7M634F,COMPATIBILITY_ONLY,BYCQ125EAF8,EXACT_BUNDLE_ASSIGNMENT,BUNDLE_ASSIGNMENT
HP INV,90,FCF100CVM/RZA100DY1,BRC1E63,BYCQ125EAF8,"FCF100CVM / RZA100DY1 + BRC1E63 + BYCQ125EAF8 10.0
(5.0-11.2) 34,100
(17,100-38,200) 11.2
(5.1-12.5) 38,200
(17,400-42,700) Bộ",BRC1E63|BRC7M634F,COMPATIBILITY_ONLY,BYCQ125EAF8,EXACT_BUNDLE_ASSIGNMENT,BUNDLE_ASSIGNMENT
HP INV,138,FCF100CVM/RZA100DY1,BRC7M634F,BYCQ125EAF8,"FCF100CVM / RZA100DY1 + BRC7M634F + BYCQ125EAF8 10.0
(5.0-11.2) 34,100
(17,100-38,200) 11.2
(5.1-12.5) 38,200
(17,400-42,700) Bộ",BRC1E63|BRC7M634F,COMPATIBILITY_ONLY,BYCQ125EAF8,EXACT_BUNDLE_ASSIGNMENT,BUNDLE_ASSIGNMENT
CO INV,112,FCF100CVM/RZF100CVM,BRC1E63,BYCQ125EAF8,"FCF100CVM / RZF100CVM + BRC1E63 + BYCQ125EAF8 10.0
(5.0-11.2) 34,100
(17,100-38,200) Bộ",BRC1E63|BRC7M635F,COMPATIBILITY_ONLY,BYCQ125EAF8,EXACT_BUNDLE_ASSIGNMENT,BUNDLE_ASSIGNMENT
